Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/SearchParameter-patient-address-country.json	472	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	14	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-observation-patient-name.json	495	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	22	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-AllergyIntolerance-patient-identifier.json	553	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	23	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-omrs-location.json	5258	21	0	0	0	0	0	442	0	258	0	0	1	0	0	0	0	1	0	0	341	1155	0	0	0	11	0	1
fsh-generated/resources/SearchParameter-location-partof.json	445	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-AllergyIntolerance-subject.json	512	2	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Condition-requester-given.json	511	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-MedicationRequest-requestor.name.json	551	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-patient-death-date.json	446	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Encounter-date.json	451	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-observation-subject-given.json	506	3	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-serviceRequest-patient-name.json	515	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	12	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-Encounter-subject-family.json	497	2	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-AllergyIntolerance-subject-family.json	560	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-condition-patient-identifier.json	497	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	11	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-omrs-medication.json	3155	14	0	0	0	0	0	158	0	127	0	0	0	0	0	0	0	0	0	0	192	564	0	0	0	5	0	0
fsh-generated/resources/SearchParameter-serviceRequest-patient.given.json	522	2	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	12	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-OpenMRS-task.json	4911	18	0	0	0	0	0	294	0	265	0	0	0	0	0	0	0	1	0	0	327	1565	0	1	0	9	0	13
fsh-generated/resources/StructureDefinition-OpenMRS-service-request.json	5528	17	0	0	0	0	0	274	0	272	0	0	0	0	0	0	0	0	0	0	296	938	0	0	0	9	1	0
fsh-generated/resources/SearchParameter-location-lastUpdated.json	476	3	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-AllergyIntolerance-patient.json	504	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Encounter-patient-identifier.json	491	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	6	11	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-Practitioner.name.json	480	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Encounter-address-state.json	479	2	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-MedicationRequest-requestor.given.json	558	40	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-condition-recorded-date.json	476	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0
fsh-generated/resources/Observation-example-openmrs-Observation.json	1411	6	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	11	18	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-patient-lastUpdated.json	485	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	13	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-condition-requester-identifier.json	525	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-serviceRequest-requester-name.json	543	2	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-patient-address-postalcode.json	494	2	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Task-status.json	421	3	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	1
fsh-generated/resources/SearchParameter-condition-subject.json	449	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-AllergyIntolerance-category.json	505	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	10	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-omrs-address.json	1044	5	0	0	0	0	0	65	0	94	0	0	0	0	0	0	0	0	0	0	73	266	0	0	0	3	0	0
fsh-generated/resources/SearchParameter-observation-has-member-code.json	518	2	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	12	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-person-birthdate.json	420	2	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	5	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-MedicationRequest-subject.json	505	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-serviceRequest-lastUpdated.json	510	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-patient-id.json	408	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	14	0	0	0	1	0	0
fsh-generated/resources/Immunization-d48df5c7-605f-4f7b-88b3-f7235b474663.json	867	6	1	0	0	0	0	0	0	748	0	0	0	0	0	0	0	0	0	0	10	17	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-observation-id.json	431	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	5	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Practitioner-address-state.json	500	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	13	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-omrs-person.json	3660	14	0	0	0	0	0	157	0	113	0	0	0	0	0	0	0	0	0	0	211	674	0	0	0	6	0	0
fsh-generated/resources/AllergyIntolerance-5b829d01-34bb-47d1-b1bb-9303c3a9ebc.json	1250	5	0	0	0	0	0	0	0	1027	0	0	0	0	0	0	0	0	0	0	12	17	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-serviceRequest-subject-given.json	526	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	12	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Task-lastUpdated.json	444	2	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	11	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-AllergyIntolerance-patient-name.json	543	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	1	0	0
fsh-generated/resources/ValueSet-OpenMRS-order-code-vs.json	412	3	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	5	9825	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Encounter-address-country.json	493	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-Condition-requester-family.json	515	2	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	1	0	0
